City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,chuy,-33.6971,-53.4616,295.7,66,1,7.74,UY,-10800
382,kirakira,-10.4544,161.9205,300.95,82,62,1.9,SB,39600
383,mongu,-15.2484,23.1274,294.77,84,100,2.93,ZM,7200
384,tiarei,-17.5333,-149.3333,303.16,77,35,7.46,PF,-36000
385,takhatpur,22.15,81.8667,286.96,27,6,2.4,IN,19800
386,council bluffs,41.2619,-95.8608,284.52,48,75,6.69,US,-21600
387,mount darwin,-16.7725,31.5838,294.04,89,100,0.85,ZW,7200
388,praya,14.9215,-23.5087,294.45,68,0,7.72,CV,-3600
389,lagoa,39.05,-27.9833,288.23,87,3,7.87,PT,-3600
390,michigan city,41.7075,-86.895,279.29,63,75,8.27,US,-21600
391,kizlyar,43.8469,46.715,273.55,88,97,4.0,RU,10800
392,villazon,-22.0866,-65.5942,280.58,78,100,6.2,BO,-14400
393,presidente epitacio,-21.7633,-52.1156,298.43,84,100,2.25,BR,-10800
394,atar,20.5169,-13.0499,290.75,17,71,5.2,MR,0
395,warrensburg,38.7628,-93.7361,285.19,49,0,10.8,US,-21600
396,manzil salim,35.8567,8.4765,278.98,88,0,2.29,TN,3600
397,yamada,39.4667,141.95,269.98,79,14,2.29,JP,32400
398,ondangwa,-17.9167,15.95,298.41,31,88,2.02,NA,7200
399,kimbe,-5.5502,150.1429,298.42,90,96,0.82,PG,36000
400,moorhead,46.8739,-96.7676,273.68,79,0,4.12,US,-21600
401,iwaki,37.05,140.8833,272.47,83,4,4.56,JP,32400
402,kutum,14.2,24.6667,290.41,17,100,3.71,SD,7200
403,suffolk,40.8668,-72.7996,267.03,41,0,2.57,US,-18000
404,odweyne,9.4092,45.064,291.02,30,68,5.12,SO,10800
405,shakiso,5.75,38.9167,287.64,33,26,1.79,ET,10800
406,okaihau,-35.3167,173.7833,291.58,87,96,1.98,NZ,46800
407,coahuayana,18.7333,-103.6833,305.21,32,0,3.9,MX,-21600
408,gebre guracha,9.8,38.4,286.02,40,78,3.04,ET,10800
409,marzuq,14.4,46.4667,290.98,69,33,1.41,YE,10800
410,batagay,67.6333,134.6333,231.53,100,100,0.54,RU,36000
411,conceicao do araguaia,-8.2578,-49.2647,298.95,87,97,1.73,BR,-10800
412,mangrol,21.1167,70.1167,293.96,35,12,3.25,IN,19800
413,derbent,42.0678,48.2899,278.09,84,100,2.64,RU,10800
414,show low,34.2542,-110.0298,288.19,17,0,3.6,US,-25200
415,alamosa,37.4695,-105.87,281.14,17,0,0.0,US,-25200
416,sekondi,4.937,-1.7128,299.4,83,89,3.57,GH,0
417,moindou,-21.6924,165.677,301.35,75,62,1.66,NC,39600
418,kruisfontein,-34.0033,24.7314,295.35,66,100,1.24,ZA,7200
419,nemuro,43.3236,145.575,267.53,74,33,4.01,JP,32400
420,salalah,17.0151,54.0924,294.09,68,22,0.84,OM,14400
421,touros,-5.1989,-35.4608,299.82,79,90,6.49,BR,-10800
422,balikpapan,-1.2675,116.8289,298.7,89,20,2.57,ID,28800
423,vila franca do campo,37.7167,-25.4333,287.38,84,4,2.93,PT,-3600
424,mason city,43.1536,-93.201,276.13,76,100,2.97,US,-21600
425,petropavlovsk-kamchatskiy,53.0452,158.6483,255.48,71,40,4.0,RU,43200
426,mao,39.8885,4.2658,286.46,67,0,10.8,ES,3600
427,manta,-0.95,-80.7333,301.03,74,75,3.6,EC,-18000
428,mantua,45.1667,10.7833,282.49,83,13,3.58,IT,3600
429,najran,17.4924,44.1277,290.51,48,57,1.23,SA,10800
430,matara,5.9485,80.5353,296.49,93,58,2.64,LK,19800
431,svetlogorsk,52.6333,29.7333,266.36,92,90,4.4,BY,10800
432,rehoboth,-23.3167,17.0833,298.01,38,100,4.93,NA,7200
433,kurumkan,54.3,110.3,251.67,93,44,1.97,RU,28800
434,mamit,23.9333,92.4833,282.06,65,100,1.27,IN,19800
435,lukovetskiy,64.2956,41.9211,251.57,100,78,1.01,RU,10800
436,ottumwa,41.02,-92.4113,285.46,40,0,6.17,US,-21600
437,bubaque,11.2833,-15.8333,298.35,67,9,5.64,GW,0
438,namatanai,-3.6667,152.4333,299.25,81,100,1.14,PG,36000
439,almeirim,-1.5233,-52.5817,301.43,71,62,2.42,BR,-10800
440,nardo,40.1751,18.0297,279.15,61,40,8.75,IT,3600
441,muros,42.7762,-9.0603,282.5,80,2,4.02,ES,3600
442,san mateo del mar,16.2,-95.0,298.08,59,0,16.66,MX,-21600
443,jutai,-5.1833,-68.9,300.93,70,99,0.23,BR,-14400
444,miandrivazo,-19.5167,45.4667,297.91,90,100,1.33,MG,10800
445,maridi,4.9158,29.4742,297.36,28,29,1.68,SS,7200
446,te anau,-45.4167,167.7167,291.4,98,100,1.46,NZ,46800
447,beloha,-25.1667,45.05,296.11,83,99,6.37,MG,10800
448,conceicao da barra,-18.5933,-39.7322,299.75,83,2,4.53,BR,-10800
449,dublin,37.7021,-121.9358,289.66,78,100,6.17,US,-28800
450,chicama,-7.8447,-79.1469,296.45,56,42,4.85,PE,-18000
451,teguldet,57.3064,88.1667,250.59,100,100,0.24,RU,25200
452,okhotsk,59.3833,143.3,246.54,82,42,5.01,RU,36000
453,luganville,-15.5333,167.1667,300.57,86,100,5.36,VU,39600
454,egvekinot,66.3167,-179.1667,239.44,88,15,6.04,RU,43200
455,eureka,40.8021,-124.1637,290.51,50,100,1.34,US,-28800
456,nara,34.6851,135.8049,277.31,44,4,1.66,JP,32400
457,rockland,41.1668,-74.0496,267.85,34,26,1.34,US,-18000
458,moscow,55.7522,37.6156,273.28,98,100,1.73,RU,10800
459,whitianga,-36.8333,175.7,294.26,75,31,2.93,NZ,46800
460,kizilskoye,52.7255,58.8937,250.78,99,78,2.64,RU,18000
461,burley,42.5357,-113.7928,279.13,45,0,0.0,US,-25200
462,tambura,5.6,27.4667,297.28,19,36,2.31,SS,7200
463,cofradia,15.4,-88.15,302.0,60,23,2.67,HN,-21600
464,half moon bay,37.4636,-122.4286,289.78,93,100,6.69,US,-28800
465,pokrovsk,48.282,37.1758,271.52,82,100,0.85,UA,7200
466,kotma,23.2,81.9667,284.63,33,1,1.87,IN,19800
467,at-bashi,41.1702,75.8106,259.46,75,95,1.7,KG,21600
468,ocosingo,17.0667,-92.25,287.12,100,100,1.08,MX,-21600
469,henties bay,-22.116,14.2845,291.18,87,99,3.23,NA,7200
470,quatre cocos,-20.2078,57.7625,299.21,85,70,4.21,MU,14400
471,wajima,37.4,136.9,276.5,58,95,4.52,JP,32400
472,constitucion,-35.3333,-72.4167,292.87,75,34,2.76,CL,-10800
473,kiama,-34.6833,150.8667,294.26,64,0,3.13,AU,39600
474,hearst,49.6835,-83.6665,261.29,90,100,3.9,CA,-18000
475,yantarnyy,54.8717,19.9381,271.34,68,95,7.35,RU,7200
476,corrente,-3.7367,-43.3394,299.78,76,98,1.96,BR,-10800
477,pevek,69.7008,170.3133,235.56,100,91,0.63,RU,43200
478,mahibadhoo,3.7833,72.9667,299.86,73,74,2.29,MV,18000
479,pocerski pricinovic,44.7222,19.7072,274.18,67,100,6.24,RS,3600
480,tilichiki,60.4667,166.1,245.24,98,42,3.77,RU,43200
481,sao miguel do araguaia,-13.275,-50.1628,298.85,82,95,0.88,BR,-10800
482,roebourne,-20.7833,117.1333,304.51,50,92,1.75,AU,28800
483,sao jose da coroa grande,-8.8978,-35.1478,299.55,78,50,3.67,BR,-10800
484,chapais,49.7834,-74.8492,252.03,95,100,3.89,CA,-18000
485,emba,48.8264,58.1442,257.67,91,13,4.21,KZ,18000
486,katsuura,35.1333,140.3,279.76,68,4,5.63,JP,32400
487,mbanza-ngungu,-5.25,14.8667,295.25,86,87,1.51,CD,3600
488,kotagiri,11.4333,76.8833,286.19,75,11,0.83,IN,19800
489,sterling,39.0062,-77.4286,274.0,33,40,6.69,US,-18000
490,albac,46.45,22.9667,266.93,89,100,4.55,RO,7200
491,mareeba,-17.0,145.4333,297.84,97,100,1.2,AU,36000
492,nata,8.3333,-80.5167,305.08,56,54,9.02,PA,-18000
493,valdivia,-39.8142,-73.2459,311.2,21,2,1.62,CL,-10800
494,linqing,36.8456,115.7117,274.75,61,0,4.83,CN,28800
495,grand gaube,-20.0064,57.6608,299.37,82,97,1.34,MU,14400
496,saint george,37.1041,-113.5841,288.95,32,0,1.54,US,-25200
497,cap malheureux,-19.9842,57.6142,298.97,82,98,0.45,MU,14400
498,praia da vitoria,38.7333,-27.0667,289.13,100,40,5.54,PT,-3600
499,hay river,60.8156,-115.7999,252.14,71,75,1.54,CA,-25200
500,ban dung,17.699,103.2596,295.99,99,85,2.55,TH,25200
501,beaverlodge,55.2166,-119.4361,276.79,99,98,1.37,CA,-25200
502,russell,32.3502,-85.1999,288.75,29,0,1.54,US,-21600
503,bayanday,53.0661,105.5139,251.09,100,100,0.28,RU,28800
504,talaya,61.3833,152.75,241.87,99,100,0.38,RU,39600
505,vila do maio,15.1333,-23.2167,294.59,62,65,7.91,CV,-3600
506,mtwara,-10.2667,40.1833,299.03,80,92,0.98,TZ,10800
507,mayumba,-3.432,10.6554,298.49,86,82,2.6,GA,3600
508,liverpool,53.4106,-2.9779,281.56,84,75,6.69,GB,0
509,porto novo,6.4965,2.6036,302.05,83,6,4.85,BJ,3600
510,auki,-8.7676,160.7034,300.32,85,100,2.33,SB,39600
511,yar-sale,66.8333,70.8333,262.15,96,100,2.1,RU,18000
512,fremont,37.5483,-121.9886,290.58,77,100,8.23,US,-28800
513,parana,-31.732,-60.5238,303.47,39,0,4.74,AR,-10800
514,mount isa,-20.7333,139.5,296.02,38,99,4.63,AU,36000
515,floro,61.5996,5.0328,278.13,81,100,13.89,NO,3600
516,naze,28.3667,129.4833,286.66,68,99,4.49,JP,32400
517,maple creek,49.9168,-109.4848,279.18,56,100,5.14,CA,-21600
518,maymyo,22.0333,96.4667,287.55,48,91,0.71,MM,23400
519,papar,5.7333,115.9333,297.15,85,97,1.83,MY,28800
520,paamiut,61.994,-49.6678,268.3,78,100,8.53,GL,-10800
521,yarada,17.65,83.2667,290.33,94,4,1.03,IN,19800
522,maarianhamina,60.0973,19.9348,262.07,92,0,0.51,AX,7200
523,kismayo,-0.3582,42.5454,297.73,81,21,6.47,SO,10800
524,ponta delgada,37.7333,-25.6667,287.55,88,20,3.6,PT,-3600
525,gairatganj,23.4202,78.2385,288.13,32,2,1.9,IN,19800
526,thinadhoo,0.5333,72.9333,299.88,71,22,5.12,MV,18000
527,arman,59.7,150.1667,246.75,86,71,3.61,RU,39600
528,rosetta,31.4044,30.4164,287.13,62,43,5.46,EG,7200
529,olafsvik,64.8945,-23.7142,276.72,67,100,11.78,IS,0
530,tandlianwala,31.0333,73.1333,286.6,52,0,1.6,PK,18000
531,la tuque,47.4334,-72.7824,254.29,46,100,2.57,CA,-18000
532,shimoda,34.6667,138.95,280.45,69,33,4.68,JP,32400
533,seguela,7.9611,-6.6731,301.75,26,4,1.19,CI,0
534,awjilah,29.1081,21.2869,286.07,51,100,2.19,LY,7200
535,waingapu,-9.6567,120.2641,297.59,91,100,4.43,ID,28800
536,shakawe,-18.3667,21.85,294.58,87,71,1.46,BW,7200
537,totness,5.8833,-56.3167,298.59,85,42,6.08,SR,-10800
538,morondava,-20.2833,44.2833,299.47,83,0,2.86,MG,10800
539,green river,41.5286,-109.4662,274.37,61,55,2.24,US,-25200
540,clarence town,-32.5833,151.7833,294.16,40,0,1.06,AU,39600
541,maracaju,-21.6144,-55.1683,300.57,61,75,3.82,BR,-14400
542,khao yoi,13.2403,99.8243,297.66,82,97,1.62,TH,25200
543,fort-shevchenko,44.5086,50.263,271.74,91,38,4.7,KZ,18000
544,galdar,28.147,-15.6502,287.79,66,8,4.08,ES,0
545,angoche,-16.2325,39.9086,298.74,88,76,2.96,MZ,7200
546,hambantota,6.1241,81.1185,297.33,86,18,5.24,LK,19800
547,fez,34.0372,-4.9998,279.29,70,0,3.6,MA,3600
548,isla mujeres,21.2311,-86.731,295.18,82,35,6.44,MX,-18000
549,katherine,-14.4667,132.2667,296.33,94,34,0.0,AU,34200
550,harper,4.375,-7.7169,299.9,83,9,4.01,LR,0
551,champerico,14.3,-91.9167,306.45,60,3,5.84,GT,-21600
552,sakakah,29.9697,40.2064,279.91,57,1,3.0,SA,10800
553,dobele,56.625,23.2786,270.01,83,100,3.62,LV,7200
554,sena madureira,-9.0656,-68.6569,298.39,78,96,1.43,BR,-18000
555,panama city,8.9936,-79.5197,304.12,53,40,9.26,PA,-18000
556,wilmington,34.2257,-77.9447,279.23,51,0,4.12,US,-18000
557,goderich,43.7501,-81.7165,269.77,68,82,8.23,CA,-18000
558,porbandar,21.6422,69.6093,293.82,42,13,4.14,IN,19800
559,mastung,29.7994,66.845,282.15,60,20,1.46,PK,18000
560,bilma,18.6853,12.9164,296.07,15,26,2.29,NE,3600
561,severo-yeniseyskiy,60.3725,93.0408,260.6,97,100,1.6,RU,25200
562,sanchor,24.7553,71.7722,290.74,29,0,1.77,IN,19800
563,verkhnevilyuysk,63.4453,120.3167,237.75,100,100,1.7,RU,32400
564,mezen,65.8522,44.24,254.97,99,76,2.1,RU,10800
565,knysna,-34.0363,23.0471,296.1,73,4,1.58,ZA,7200
566,boyolangu,-8.1181,111.8935,297.44,82,100,0.63,ID,25200
567,pochutla,15.7432,-96.4661,305.05,40,2,3.42,MX,-21600
568,coquimbo,-29.9533,-71.3436,296.0,64,0,4.63,CL,-10800
569,pochinki,54.6988,44.8668,259.39,99,97,1.3,RU,10800
570,kapoeta,4.7717,33.5903,302.5,26,45,2.86,SS,7200
571,chaman,30.9236,66.4512,284.1,46,5,2.41,PK,18000
572,iquique,-20.2208,-70.1431,299.17,75,16,2.68,CL,-10800
573,cabinda,-5.55,12.2,299.84,87,64,3.43,AO,3600
574,ranfurly,-45.1333,170.1,298.21,57,100,3.27,NZ,46800
575,waidhofen,48.5833,11.3333,273.58,80,40,1.03,DE,3600
576,salta,-24.7859,-65.4117,294.48,68,40,1.54,AR,-10800
577,coihaique,-45.5752,-72.0662,302.12,26,20,4.63,CL,-10800
578,la palma,33.8464,-118.0467,298.05,45,0,3.09,US,-28800
579,palmer,42.1584,-72.3287,263.84,24,75,3.09,US,-18000
580,dukat,62.55,155.55,242.0,98,100,1.9,RU,39600
581,amazar,53.858,120.875,242.84,100,46,1.3,RU,32400
